circuit_key,compound_code,season,compound_grip_peak,compound_wear_gradient,compound_optimal_temp_low,compound_optimal_temp_high,compound_cliff_onset_laps,compound_cliff_severity,fit_date,data_window,fit_method,git_sha,fit_timestamp,fit_source,n_stints,notes
2018_1,SOFT,2018,1.03,0.07,82,108,22.0,1.32,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
2018_2,MEDIUM,2018,1.0,0.1616,78,105,11.0,1.0,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,10,fitted from 10 stints via cox_km_survival
2018_2,SOFT,2018,1.03,0.0444,82,108,36.0,1.0,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
2018_3,MEDIUM,2018,1.0,0.061,78,105,33.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
2018_3,SOFT,2018,1.03,0.1838,82,108,43.2,0.83,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
2018_4,SOFT,2018,1.03,0.07,82,108,22.0,0.64,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,11,fitted from 11 stints via cox_km_survival
2018_5,MEDIUM,2018,1.0,0.04,78,105,31.0,0.44,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
2018_5,SOFT,2018,1.03,0.0987,82,108,22.0,1.0,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
2018_8,SOFT,2018,1.03,0.1008,82,108,33.0,0.83,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
2018_9,SOFT,2018,1.03,0.0322,82,108,26.0,0.35,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
2019_1,HARD,2019,0.97,0.0652,76,108,50.0,1.27,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,8,fitted from 8 stints via cox_km_survival
2019_1,MEDIUM,2019,1.0,0.04,78,105,28.0,0.81,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
2019_1,SOFT,2019,1.03,0.0542,82,108,22.0,0.86,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
2019_2,HARD,2019,0.97,0.022,76,108,50.0,1.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,1,insufficient data (1 stints); used class defaults
2019_2,MEDIUM,2019,1.0,0.2205,78,105,9.0,0.92,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,26,fitted from 26 stints via cox_km_survival
2019_2,SOFT,2019,1.03,0.1116,82,108,21.0,1.02,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,29,fitted from 29 stints via cox_km_survival
2019_3,HARD,2019,0.97,0.062,76,108,17.0,0.73,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
2019_3,MEDIUM,2019,1.0,0.0847,78,105,17.0,0.89,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,23,fitted from 23 stints via cox_km_survival
2019_3,SOFT,2019,1.03,0.0286,82,108,22.0,1.0,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
2019_4,MEDIUM,2019,1.0,0.0737,78,105,21.0,0.76,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,23,fitted from 23 stints via cox_km_survival
2019_4,SOFT,2019,1.03,0.07,82,108,11.0,1.46,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,22,fitted from 22 stints via cox_km_survival
2019_5,HARD,2019,0.97,0.022,76,108,50.0,1.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,4,insufficient data (4 stints); used class defaults
2019_5,MEDIUM,2019,1.0,0.0652,78,105,27.0,0.75,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,24,fitted from 24 stints via cox_km_survival
2019_5,SOFT,2019,1.03,0.0548,82,108,21.2,0.57,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,29,fitted from 29 stints via cox_km_survival
2019_6,HARD,2019,0.97,0.022,76,108,50.0,0.28,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,8,fitted from 8 stints via cox_km_survival
2019_6,MEDIUM,2019,1.0,0.04,78,105,14.0,1.24,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
2019_6,SOFT,2019,1.03,0.1244,82,108,17.0,0.99,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
2019_7,HARD,2019,0.97,0.022,76,108,30.0,0.58,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
2019_7,MEDIUM,2019,1.0,0.1418,78,105,27.0,0.6,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
2019_7,SOFT,2019,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,5,insufficient data (5 stints); used class defaults
2019_8,HARD,2019,0.97,0.022,76,108,35.0,1.09,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
2019_8,MEDIUM,2019,1.0,0.0348,78,105,33.0,0.7,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
2019_8,SOFT,2019,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,2,insufficient data (2 stints); used class defaults
2019_9,HARD,2019,0.97,0.0421,76,108,45.0,1.12,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
2019_9,MEDIUM,2019,1.0,0.04,78,105,33.0,1.4,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
2019_9,SOFT,2019,1.03,0.045,82,108,22.0,0.59,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,10,fitted from 10 stints via cox_km_survival
2020_1,HARD,2020,0.97,0.022,76,108,50.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
2020_1,MEDIUM,2020,1.0,0.2571,78,105,33.0,1.43,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
2020_1,SOFT,2020,1.03,0.0663,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
2020_2,HARD,2020,0.97,0.022,76,108,50.0,1.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,2,insufficient data (2 stints); used class defaults
2020_2,MEDIUM,2020,1.0,0.0776,78,105,37.0,0.64,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
2020_2,SOFT,2020,1.03,0.07,82,108,24.0,0.72,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
2020_3,HARD,2020,0.97,0.0575,76,108,16.0,0.8,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
2020_3,INTERMEDIATE,2020,0.98,0.055,15,50,25.0,1.3,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,0,insufficient data (0 stints); used class defaults
2020_3,MEDIUM,2020,1.0,0.066,78,105,14.0,0.74,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
2020_3,SOFT,2020,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,7,insufficient data (7 stints); used class defaults
2020_4,HARD,2020,0.97,0.022,76,108,36.8,1.06,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
2020_4,MEDIUM,2020,1.0,0.04,78,105,33.0,1.4,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,13,fitted from 13 stints via cox_km_survival
2020_4,SOFT,2020,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,6,insufficient data (6 stints); used class defaults
2020_5,HARD,2020,0.97,0.0855,76,108,31.0,1.12,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,35,fitted from 35 stints via cox_km_survival
2020_5,MEDIUM,2020,1.0,0.1707,78,105,13.0,0.99,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,25,fitted from 25 stints via cox_km_survival
2020_5,SOFT,2020,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,1,insufficient data (1 stints); used class defaults
2020_6,HARD,2020,0.97,0.022,76,108,50.0,1.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,1,insufficient data (1 stints); used class defaults
2020_6,MEDIUM,2020,1.0,0.0946,78,105,23.0,1.08,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,28,fitted from 28 stints via cox_km_survival
2020_6,SOFT,2020,1.03,0.0355,82,108,29.0,0.49,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,24,fitted from 24 stints via cox_km_survival
2020_7,HARD,2020,0.97,0.022,76,108,28.0,1.12,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
2020_7,MEDIUM,2020,1.0,0.1048,78,105,33.0,0.76,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
2020_7,SOFT,2020,1.03,0.1365,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,8,fitted from 8 stints via cox_km_survival
2020_8,HARD,2020,0.97,0.022,76,108,50.0,1.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,6,insufficient data (6 stints); used class defaults
2020_8,MEDIUM,2020,1.0,0.1131,78,105,17.8,0.45,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
2020_8,SOFT,2020,1.03,0.0463,82,108,26.0,0.63,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
2020_9,HARD,2020,0.97,0.022,76,108,50.0,1.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,7,insufficient data (7 stints); used class defaults
2020_9,MEDIUM,2020,1.0,0.0663,78,105,33.0,1.25,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,11,fitted from 11 stints via cox_km_survival
2020_9,SOFT,2020,1.03,0.07,82,108,14.0,0.3,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
2021_1,HARD,2021,0.97,0.077,76,108,23.0,0.75,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
2021_1,MEDIUM,2021,1.0,0.0638,78,105,16.0,0.82,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,25,fitted from 25 stints via cox_km_survival
2021_1,SOFT,2021,1.03,0.1075,82,108,22.0,0.46,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,9,fitted from 9 stints via cox_km_survival
2021_2,INTERMEDIATE,2021,0.98,0.055,15,50,22.0,1.15,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
2021_2,MEDIUM,2021,1.0,0.04,78,105,33.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
2021_2,SOFT,2021,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,7,insufficient data (7 stints); used class defaults
2021_2,WET,2021,0.95,0.08,10,40,20.0,1.45,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,2,insufficient data (2 stints); used class defaults
2021_3,HARD,2021,0.97,0.0982,76,108,12.0,0.65,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,13,fitted from 13 stints via cox_km_survival
2021_3,MEDIUM,2021,1.0,0.04,78,105,25.0,1.0,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
2021_3,SOFT,2021,1.03,0.1212,82,108,22.0,0.62,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,8,fitted from 8 stints via cox_km_survival
2021_4,MEDIUM,2021,1.0,0.0814,78,105,19.0,1.17,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,24,fitted from 24 stints via cox_km_survival
2021_4,SOFT,2021,1.03,0.1716,82,108,19.0,1.06,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,33,fitted from 33 stints via cox_km_survival
2021_5,HARD,2021,0.97,0.0813,76,108,19.0,1.07,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
2021_5,MEDIUM,2021,1.0,0.04,78,105,33.0,1.4,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,6,insufficient data (6 stints); used class defaults
2021_5,SOFT,2021,1.03,0.1715,82,108,28.0,1.19,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
2021_6,HARD,2021,0.97,0.1445,76,108,25.0,0.72,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
2021_6,MEDIUM,2021,1.0,0.04,78,105,33.0,1.4,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,2,insufficient data (2 stints); used class defaults
2021_6,SOFT,2021,1.03,0.07,82,108,22.0,0.96,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
2021_7,HARD,2021,0.97,0.0452,76,108,22.0,0.83,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
2021_7,MEDIUM,2021,1.0,0.0611,78,105,25.0,0.75,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
2021_7,SOFT,2021,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,1,insufficient data (1 stints); used class defaults
2021_8,HARD,2021,0.97,0.0302,76,108,34.0,0.7,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
2021_8,MEDIUM,2021,1.0,0.0387,78,105,33.0,1.4,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
2021_8,SOFT,2021,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,6,insufficient data (6 stints); used class defaults
2021_9,HARD,2021,0.97,0.0619,76,108,16.5,0.58,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,27,fitted from 27 stints via cox_km_survival
2021_9,MEDIUM,2021,1.0,0.04,78,105,25.0,0.66,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
2021_9,SOFT,2021,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,4,insufficient data (4 stints); used class defaults
2022_1,HARD,2022,0.97,0.022,76,108,50.0,1.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,7,insufficient data (7 stints); used class defaults
2022_1,MEDIUM,2022,1.0,0.1948,78,105,9.0,0.85,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,23,fitted from 23 stints via cox_km_survival
2022_1,SOFT,2022,1.03,0.1745,82,108,13.0,1.18,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,47,fitted from 47 stints via cox_km_survival
2022_2,HARD,2022,0.97,0.022,76,108,36.0,1.29,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
2022_2,MEDIUM,2022,1.0,0.1484,78,105,11.8,0.94,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
2022_3,HARD,2022,0.97,0.022,76,108,32.0,0.71,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
2022_3,MEDIUM,2022,1.0,0.1239,78,105,12.5,0.65,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
